time,id,price,quantity,isBuyerMaker,isBestMatch
2020/09/07 00:00:10 UTC,34141760,0.00167100,2.95000000,True,True
2020/09/07 00:00:10 UTC,34141761,0.00167000,112.18000000,True,True
2020/09/07 00:00:10 UTC,34141762,0.00167000,5.00000000,True,True
2020/09/07 00:00:10 UTC,34141763,0.00167000,0.21000000,True,True
2020/09/07 00:00:10 UTC,34141764,0.00167000,1.41000000,True,True
2020/09/07 00:00:10 UTC,34141765,0.00167000,0.02000000,True,True
2020/09/07 00:00:10 UTC,34141766,0.00166900,0.21000000,True,True
2020/09/07 00:00:10 UTC,34141767,0.00166900,0.10000000,True,True
2020/09/07 00:00:10 UTC,34141768,0.00166900,0.42000000,True,True
2020/09/07 00:00:10 UTC,34141769,0.00166800,0.65000000,True,True
2020/09/07 00:00:10 UTC,34141770,0.00166800,0.11000000,True,True
2020/09/07 00:00:10 UTC,34141771,0.00166800,1.58000000,True,True
2020/09/07 00:00:10 UTC,34141772,0.00166800,90.81000000,True,True
2020/09/07 00:00:10 UTC,34141773,0.00166800,1.15000000,True,True
2020/09/07 00:00:11 UTC,34141774,0.00166900,51.92000000,False,True
2020/09/07 00:00:11 UTC,34141775,0.00166900,6.93000000,False,True
2020/09/07 00:00:19 UTC,34141776,0.00166700,0.21000000,True,True
2020/09/07 00:00:19 UTC,34141777,0.00166700,0.74000000,True,True
2020/09/07 00:00:19 UTC,34141778,0.00166700,0.09000000,True,True
2020/09/07 00:00:19 UTC,34141779,0.00166700,0.70000000,True,True
2020/09/07 00:00:19 UTC,34141780,0.00166700,1.19000000,True,True
2020/09/07 00:00:19 UTC,34141781,0.00166700,3.54000000,True,True
2020/09/07 00:00:19 UTC,34141782,0.00166600,0.09000000,True,True
2020/09/07 00:00:26 UTC,34141783,0.00166600,0.12000000,True,True
2020/09/07 00:00:26 UTC,34141784,0.00166600,0.56000000,True,True
2020/09/07 00:00:26 UTC,34141785,0.00166600,0.99000000,True,True
2020/09/07 00:00:26 UTC,34141786,0.00166600,0.12000000,True,True
2020/09/07 00:00:26 UTC,34141787,0.00166600,0.07000000,True,True
2020/09/07 00:00:26 UTC,34141788,0.00166600,14.27000000,True,True
2020/09/07 00:00:26 UTC,34141789,0.00166600,1.14000000,True,True
2020/09/07 00:00:26 UTC,34141790,0.00166600,0.26000000,True,True
2020/09/07 00:00:26 UTC,34141791,0.00166600,1.34000000,True,True
2020/09/07 00:00:26 UTC,34141792,0.00166600,0.24000000,True,True
2020/09/07 00:00:26 UTC,34141793,0.00166600,0.26000000,True,True
2020/09/07 00:00:26 UTC,34141794,0.00166600,1.35000000,True,True
2020/09/07 00:00:26 UTC,34141795,0.00166600,0.10000000,True,True
2020/09/07 00:00:26 UTC,34141796,0.00166600,1.21000000,True,True
2020/09/07 00:00:26 UTC,34141797,0.00166600,0.26000000,True,True
2020/09/07 00:00:26 UTC,34141798,0.00166600,0.86000000,True,True
2020/09/07 00:00:26 UTC,34141799,0.00166600,1.11000000,True,True
2020/09/07 00:00:26 UTC,34141800,0.00166500,0.43000000,True,True
2020/09/07 00:00:26 UTC,34141801,0.00166500,0.09000000,True,True
2020/09/07 00:00:26 UTC,34141802,0.00166500,0.07000000,True,True
2020/09/07 00:00:26 UTC,34141803,0.00166500,1.44000000,True,True
2020/09/07 00:00:26 UTC,34141804,0.00166400,0.21000000,True,True
2020/09/07 00:00:26 UTC,34141805,0.00166400,0.65000000,True,True
2020/09/07 00:00:26 UTC,34141806,0.00166400,1.98000000,True,True
2020/09/07 00:00:26 UTC,34141807,0.00166400,2.70000000,True,True
2020/09/07 00:00:26 UTC,34141808,0.00166500,0.10000000,True,True
2020/09/07 00:00:26 UTC,34141809,0.00166500,1.16000000,True,True
2020/09/07 00:00:26 UTC,34141810,0.00166500,0.11000000,True,True
2020/09/07 00:00:26 UTC,34141811,0.00166500,0.27000000,True,True
2020/09/07 00:00:26 UTC,34141812,0.00166500,2.75000000,True,True
2020/09/07 00:00:26 UTC,34141813,0.00166300,0.21000000,True,True
2020/09/07 00:00:26 UTC,34141814,0.00166300,0.56000000,True,True
2020/09/07 00:00:26 UTC,34141815,0.00166300,0.60000000,True,True
2020/09/07 00:00:26 UTC,34141816,0.00166300,0.10000000,True,True
2020/09/07 00:00:26 UTC,34141817,0.00166300,1.57000000,True,True
2020/09/07 00:00:26 UTC,34141818,0.00166300,0.09000000,True,True
2020/09/07 00:00:26 UTC,34141819,0.00166300,2.81000000,True,True
2020/09/07 00:00:26 UTC,34141820,0.00166200,8.89000000,True,True
2020/09/07 00:00:26 UTC,34141821,0.00166300,1.07000000,True,True
2020/09/07 00:00:26 UTC,34141822,0.00166300,0.27000000,True,True
2020/09/07 00:00:26 UTC,34141823,0.00166300,1.08000000,True,True
2020/09/07 00:00:26 UTC,34141824,0.00166300,0.26000000,True,True
2020/09/07 00:00:26 UTC,34141825,0.00166300,9.26000000,True,True
2020/09/07 00:00:26 UTC,34141826,0.00166300,1.31000000,True,True
2020/09/07 00:00:26 UTC,34141827,0.00166300,0.26000000,True,True
2020/09/07 00:00:26 UTC,34141828,0.00166700,3.54000000,False,True
2020/09/07 00:00:27 UTC,34141829,0.00166600,0.55000000,True,True
2020/09/07 00:00:27 UTC,34141830,0.00166600,0.13000000,True,True
2020/09/07 00:00:28 UTC,34141831,0.00166600,0.10000000,True,True
2020/09/07 00:00:28 UTC,34141832,0.00166600,10.81000000,True,True
2020/09/07 00:00:28 UTC,34141833,0.00166600,0.27000000,True,True
2020/09/07 00:00:29 UTC,34141834,0.00166600,1.35000000,True,True
2020/09/07 00:00:29 UTC,34141835,0.00166600,0.26000000,True,True
2020/09/07 00:00:29 UTC,34141836,0.00166600,1.44000000,True,True
