===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,DoubleSMACross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
311,,311,2020-01-13 22:00:00,8136.0,8141.01,8101.0,8116.72,1344.74,,DoubleSMACross,311,737437.9166666666,Broker,311,96.65115351025052,10691.312269866863,BuySell,311,7979.485,,Trades - Net Profit/Loss,311,,
312,,312,2020-01-13 23:00:00,8116.72,8137.94,8101.76,8110.34,739.7,,DoubleSMACross,312,737437.9583333334,Broker,312,96.65115351025052,10682.984529360556,BuySell,312,,,Trades - Net Profit/Loss,312,,
313,,313,2020-01-14 00:00:00,8110.34,8315.0,8105.54,8270.0,5301.54,,DoubleSMACross,313,737438.0,Broker,313,96.65115351025052,10891.386888175137,BuySell,313,,,Trades - Net Profit/Loss,313,,
314,,314,2020-01-14 01:00:00,8270.0,8488.11,8268.57,8431.83,9156.14,,DoubleSMACross,314,737438.0416666666,Broker,314,96.65115351025052,11102.62172299265,BuySell,314,,,Trades - Net Profit/Loss,314,,
315,,315,2020-01-14 02:00:00,8431.83,8434.33,8375.0,8431.14,4123.85,,DoubleSMACross,315,737438.0833333334,Broker,315,96.65115351025052,11101.721073941026,BuySell,315,,,Trades - Net Profit/Loss,315,,
316,,316,2020-01-14 03:00:00,8431.14,8473.18,8378.0,8461.84,3538.79,,DoubleSMACross,316,737438.125,Broker,316,96.65115351025052,11141.79343029583,BuySell,316,,,Trades - Net Profit/Loss,316,,
317,,317,2020-01-14 04:00:00,8461.84,8573.0,8461.83,8524.0,6393.72,,DoubleSMACross,317,737438.1666666666,Broker,317,96.65115351025052,11222.930162250697,BuySell,317,,,Trades - Net Profit/Loss,317,,
318,,318,2020-01-14 05:00:00,8524.0,8543.29,8453.35,8477.37,3049.15,,DoubleSMACross,318,737438.2083333334,Broker,318,96.65115351025052,11162.06456039974,BuySell,318,,,Trades - Net Profit/Loss,318,,
319,,319,2020-01-14 06:00:00,8477.37,8513.32,8465.29,8509.54,2400.24,,DoubleSMACross,319,737438.25,Broker,319,96.65115351025052,11204.055690821044,BuySell,319,,,Trades - Net Profit/Loss,319,,
320,,320,2020-01-14 07:00:00,8509.54,8542.43,8492.26,8509.99,2024.88,,DoubleSMACross,320,737438.2916666666,Broker,320,96.65115351025052,11204.643070637318,BuySell,320,,,Trades - Net Profit/Loss,320,,
321,,321,2020-01-14 08:00:00,8509.99,8535.91,8500.0,8511.79,1683.06,,DoubleSMACross,321,737438.3333333334,Broker,321,96.65115351025052,11206.99258990242,BuySell,321,,,Trades - Net Profit/Loss,321,,
322,,322,2020-01-14 09:00:00,8511.79,8561.0,8482.0,8504.73,2965.37,,DoubleSMACross,322,737438.375,Broker,322,96.65115351025052,11197.777253229295,BuySell,322,,,Trades - Net Profit/Loss,322,,
323,,323,2020-01-14 10:00:00,8504.73,8530.0,8470.0,8518.12,2898.66,,DoubleSMACross,323,737438.4166666666,Broker,323,96.65115351025052,11215.255065984698,BuySell,323,,,Trades - Net Profit/Loss,323,,
324,,324,2020-01-14 11:00:00,8518.12,8530.0,8504.6,8526.87,1738.78,,DoubleSMACross,324,737438.4583333334,Broker,324,96.65115351025052,11226.676340190057,BuySell,324,,,Trades - Net Profit/Loss,324,,
325,,325,2020-01-14 12:00:00,8526.87,8625.37,8480.0,8499.99,6834.88,,DoubleSMACross,325,737438.5,Broker,325,96.65115351025052,11191.590185831192,BuySell,325,,,Trades - Net Profit/Loss,325,,
326,,326,2020-01-14 13:00:00,8499.99,8588.88,8498.73,8587.4,3503.88,,DoubleSMACross,326,737438.5416666666,Broker,326,96.65115351025052,11305.685451921527,BuySell,326,,,Trades - Net Profit/Loss,326,,
327,,327,2020-01-14 14:00:00,8587.4,8740.0,8562.0,8690.0,8900.72,,DoubleSMACross,327,737438.5833333334,Broker,327,96.65115351025052,11439.608050032362,BuySell,327,,,Trades - Net Profit/Loss,327,,
328,,328,2020-01-14 15:00:00,8690.0,8760.0,8633.0,8675.48,5640.29,,DoubleSMACross,328,737438.625,Broker,328,96.65115351025052,11420.65526129387,BuySell,328,,,Trades - Net Profit/Loss,328,,
329,,329,2020-01-14 16:00:00,8675.48,8696.17,8520.0,8677.05,9035.88,,DoubleSMACross,329,737438.6666666666,Broker,329,96.65115351025052,11422.70456420843,BuySell,329,,,Trades - Net Profit/Loss,329,,
330,,330,2020-01-14 17:00:00,8677.05,8811.82,8638.88,8773.35,7998.61,,DoubleSMACross,330,737438.7083333334,Broker,330,96.65115351025052,11548.40384489141,BuySell,330,,,Trades - Net Profit/Loss,330,,
331,,331,2020-01-14 18:00:00,8773.35,8850.0,8608.0,8769.35,7977.9,,DoubleSMACross,331,737438.75,Broker,331,96.65115351025052,11543.18269096896,BuySell,331,,,Trades - Net Profit/Loss,331,,
332,,332,2020-01-14 19:00:00,8769.35,8772.8,8687.01,8767.56,2307.94,,DoubleSMACross,332,737438.7916666666,Broker,332,96.65115351025052,11540.846224588664,BuySell,332,,,Trades - Net Profit/Loss,332,,
333,,333,2020-01-14 20:00:00,8767.56,8767.56,8670.0,8688.19,2215.56,,DoubleSMACross,333,737438.8333333334,Broker,333,96.65115351025052,11437.245477882456,BuySell,333,,,Trades - Net Profit/Loss,333,,
334,,334,2020-01-14 21:00:00,8688.19,8761.49,8666.22,8734.93,1679.76,,DoubleSMACross,334,737438.875,Broker,334,96.65115351025052,11498.25466146628,BuySell,334,,,Trades - Net Profit/Loss,334,,
335,,335,2020-01-14 22:00:00,8734.93,8789.79,8719.11,8735.87,1720.79,,DoubleSMACross,335,737438.9166666666,Broker,335,96.65115351025052,11499.481632638057,BuySell,335,,,Trades - Net Profit/Loss,335,,
336,,336,2020-01-14 23:00:00,8735.87,8880.0,8722.0,8810.01,4253.18,,DoubleSMACross,336,737438.9583333334,Broker,336,96.65115351025052,11596.255720590661,BuySell,336,,,Trades - Net Profit/Loss,336,,
337,,337,2020-01-15 00:00:00,8810.01,8900.0,8701.0,8772.86,7888.94,,DoubleSMACross,337,737439.0,Broker,337,96.65115351025052,11547.76425353591,BuySell,337,,,Trades - Net Profit/Loss,337,,
338,,338,2020-01-15 01:00:00,8772.86,8803.81,8712.0,8777.99,3714.69,,DoubleSMACross,338,737439.0416666666,Broker,338,96.65115351025052,11554.460383441452,BuySell,338,,,Trades - Net Profit/Loss,338,,
339,,339,2020-01-15 02:00:00,8777.99,8835.0,8765.3,8813.83,1755.84,,DoubleSMACross,339,737439.0833333334,Broker,339,96.65115351025052,11601.241922586602,BuySell,339,,,Trades - Net Profit/Loss,339,,
340,,340,2020-01-15 03:00:00,8813.83,8817.98,8727.0,8727.61,2317.15,,DoubleSMACross,340,737439.125,Broker,340,96.65115351025052,11488.699949788197,BuySell,340,,,Trades - Net Profit/Loss,340,,
341,,341,2020-01-15 04:00:00,8727.61,8741.75,8570.01,8597.51,5215.66,,DoubleSMACross,341,737439.1666666666,Broker,341,96.65115351025052,11318.881918460518,BuySell,341,,,Trades - Net Profit/Loss,341,,
342,,342,2020-01-15 05:00:00,8597.51,8666.91,8564.0,8612.29,2199.31,,DoubleSMACross,342,737439.2083333334,Broker,342,96.65115351025052,11338.174082203972,BuySell,342,,,Trades - Net Profit/Loss,342,,
343,,343,2020-01-15 06:00:00,8612.29,8693.72,8600.01,8680.58,1686.72,,DoubleSMACross,343,737439.25,Broker,343,96.65115351025052,11427.312232544993,BuySell,343,,,Trades - Net Profit/Loss,343,,
344,,344,2020-01-15 07:00:00,8680.58,8687.96,8618.63,8627.13,1981.6,,DoubleSMACross,344,737439.2916666666,Broker,344,96.65115351025052,11357.544563256257,BuySell,344,,,Trades - Net Profit/Loss,344,,
345,,345,2020-01-15 08:00:00,8627.13,8675.11,8605.03,8638.36,1656.61,,DoubleSMACross,345,737439.3333333334,Broker,345,96.65115351025052,11372.202952893536,BuySell,345,,,Trades - Net Profit/Loss,345,,
346,,346,2020-01-15 09:00:00,8638.36,8782.6,8638.24,8755.04,2749.38,,DoubleSMACross,346,737439.375,Broker,346,11360.927401094154,11360.927401094154,BuySell,346,,8914.339,Trades - Net Profit/Loss,346,633.8293422428217,
347,,347,2020-01-15 10:00:00,8755.04,8808.55,8720.0,8798.94,3545.36,,DoubleSMACross,347,737439.4166666666,Broker,347,11360.927401094154,11360.927401094154,BuySell,347,,,Trades - Net Profit/Loss,347,,
348,,348,2020-01-15 11:00:00,8798.94,8810.0,8720.0,8730.0,2603.53,,DoubleSMACross,348,737439.4583333334,Broker,348,11360.927401094154,11360.927401094154,BuySell,348,,,Trades - Net Profit/Loss,348,,
349,,349,2020-01-15 12:00:00,8730.0,8796.0,8720.38,8764.66,2318.14,,DoubleSMACross,349,737439.5,Broker,349,11360.927401094154,11360.927401094154,BuySell,349,,,Trades - Net Profit/Loss,349,,
350,,350,2020-01-15 13:00:00,8764.66,8916.48,8763.83,8889.96,4715.06,,DoubleSMACross,350,737439.5416666666,Broker,350,11360.927401094154,11360.927401094154,BuySell,350,,,Trades - Net Profit/Loss,350,,
351,,351,2020-01-15 14:00:00,8889.96,8903.02,8760.0,8856.17,5790.96,,DoubleSMACross,351,737439.5833333334,Broker,351,11360.927401094154,11360.927401094154,BuySell,351,,,Trades - Net Profit/Loss,351,,
352,,352,2020-01-15 15:00:00,8856.17,8865.76,8740.01,8762.74,4011.0,,DoubleSMACross,352,737439.625,Broker,352,11360.927401094154,11360.927401094154,BuySell,352,,,Trades - Net Profit/Loss,352,,
353,,353,2020-01-15 16:00:00,8762.74,8820.0,8676.08,8778.68,4280.47,,DoubleSMACross,353,737439.6666666666,Broker,353,102.36195588386019,11370.139693881662,BuySell,353,8545.9388,,Trades - Net Profit/Loss,353,,
354,,354,2020-01-15 17:00:00,8778.68,8804.89,8720.0,8797.0,2576.94,,DoubleSMACross,354,737439.7083333334,Broker,354,102.36195588386019,11393.654127504953,BuySell,354,,,Trades - Net Profit/Loss,354,,
355,,355,2020-01-15 18:00:00,8797.0,8798.19,8707.0,8746.85,2739.74,,DoubleSMACross,355,737439.75,Broker,355,102.36195588386019,11329.284649000145,BuySell,355,,,Trades - Net Profit/Loss,355,,
356,,356,2020-01-15 19:00:00,8746.85,8785.0,8742.02,8761.57,1079.81,,DoubleSMACross,356,737439.7916666666,Broker,356,102.36195588386019,11348.178342391784,BuySell,356,,,Trades - Net Profit/Loss,356,,
357,,357,2020-01-15 20:00:00,8761.57,8842.1,8738.37,8814.21,3323.35,,DoubleSMACross,357,737439.8333333334,Broker,357,102.36195588386019,11415.74383289015,BuySell,357,,,Trades - Net Profit/Loss,357,,
358,,358,2020-01-15 21:00:00,8814.21,8860.0,8765.0,8830.73,4328.21,,DoubleSMACross,358,737439.875,Broker,358,102.36195588386019,11436.947896397618,BuySell,358,,,Trades - Net Profit/Loss,358,,
359,,359,2020-01-15 22:00:00,8830.73,8869.32,8800.0,8860.01,2303.32,,DoubleSMACross,359,737439.9166666666,Broker,359,102.36195588386019,11474.529916948382,BuySell,359,,,Trades - Net Profit/Loss,359,,
360,,360,2020-01-15 23:00:00,8860.01,8876.4,8790.76,8821.41,1879.63,,DoubleSMACross,360,737439.9583333334,Broker,360,102.36195588386019,11424.985313353454,BuySell,360,,,Trades - Net Profit/Loss,360,,
361,,361,2020-01-16 00:00:00,8821.41,8859.81,8712.27,8761.02,2870.75,,DoubleSMACross,361,737440.0,Broker,361,102.36195588386019,11347.472395967505,BuySell,361,,,Trades - Net Profit/Loss,361,,
362,,362,2020-01-16 01:00:00,8761.02,8771.95,8613.32,8664.43,3875.5,,DoubleSMACross,362,737440.0416666666,Broker,362,102.36195588386019,11223.495368474396,BuySell,362,,,Trades - Net Profit/Loss,362,,
363,,363,2020-01-16 02:00:00,8664.43,8697.79,8608.53,8650.0,2315.48,,DoubleSMACross,363,737440.0833333334,Broker,363,102.36195588386019,11204.973901379193,BuySell,363,,,Trades - Net Profit/Loss,363,,
364,,364,2020-01-16 03:00:00,8650.0,8659.0,8586.0,8640.01,2430.31,,DoubleSMACross,364,737440.125,Broker,364,102.36195588386019,11192.151347236362,BuySell,364,,,Trades - Net Profit/Loss,364,,
365,,365,2020-01-16 04:00:00,8640.01,8730.0,8615.0,8651.77,1711.12,,DoubleSMACross,365,737440.1666666666,Broker,365,11181.061557845007,11181.061557845007,BuySell,365,,8860.949999999999,Trades - Net Profit/Loss,365,,-179.86584324914526
366,,366,2020-01-16 05:00:00,8651.77,8727.85,8649.01,8700.55,1464.7,,DoubleSMACross,366,737440.2083333334,Broker,366,11181.061557845007,11181.061557845007,BuySell,366,,,Trades - Net Profit/Loss,366,,
367,,367,2020-01-16 06:00:00,8700.55,8727.24,8675.0,8721.22,1327.48,,DoubleSMACross,367,737440.25,Broker,367,11181.061557845007,11181.061557845007,BuySell,367,,,Trades - Net Profit/Loss,367,,
368,,368,2020-01-16 07:00:00,8721.22,8723.27,8654.69,8680.0,1960.85,,DoubleSMACross,368,737440.2916666666,Broker,368,11181.061557845007,11181.061557845007,BuySell,368,,,Trades - Net Profit/Loss,368,,
369,,369,2020-01-16 08:00:00,8680.0,8715.0,8662.0,8675.44,2274.37,,DoubleSMACross,369,737440.3333333334,Broker,369,11181.061557845007,11181.061557845007,BuySell,369,,,Trades - Net Profit/Loss,369,,
370,,370,2020-01-16 09:00:00,8675.44,8685.87,8606.0,8645.41,2024.32,,DoubleSMACross,370,737440.375,Broker,370,11181.061557845007,11181.061557845007,BuySell,370,,,Trades - Net Profit/Loss,370,,
371,,371,2020-01-16 10:00:00,8645.41,8662.76,8600.4,8658.0,2033.72,,DoubleSMACross,371,737440.4166666666,Broker,371,11181.061557845007,11181.061557845007,BuySell,371,,,Trades - Net Profit/Loss,371,,
372,,372,2020-01-16 11:00:00,8658.0,8725.0,8628.03,8724.91,2717.41,,DoubleSMACross,372,737440.4583333334,Broker,372,11181.061557845007,11181.061557845007,BuySell,372,,,Trades - Net Profit/Loss,372,,
373,,373,2020-01-16 12:00:00,8724.91,8789.0,8692.35,8720.0,2875.46,,DoubleSMACross,373,737440.5,Broker,373,11181.061557845007,11181.061557845007,BuySell,373,,,Trades - Net Profit/Loss,373,,
374,,374,2020-01-16 13:00:00,8720.0,8727.0,8660.0,8695.29,2052.6,,DoubleSMACross,374,737440.5416666666,Broker,374,11181.061557845007,11181.061557845007,BuySell,374,,,Trades - Net Profit/Loss,374,,
375,,375,2020-01-16 14:00:00,8695.29,8702.52,8640.35,8686.18,1769.38,,DoubleSMACross,375,737440.5833333334,Broker,375,11181.061557845007,11181.061557845007,BuySell,375,,,Trades - Net Profit/Loss,375,,
376,,376,2020-01-16 15:00:00,8686.18,8725.0,8668.33,8710.02,1401.5,,DoubleSMACross,376,737440.625,Broker,376,11181.061557845007,11181.061557845007,BuySell,376,,,Trades - Net Profit/Loss,376,,
377,,377,2020-01-16 16:00:00,8710.02,8720.82,8626.0,8660.19,2316.14,,DoubleSMACross,377,737440.6666666666,Broker,377,11181.061557845007,11181.061557845007,BuySell,377,,,Trades - Net Profit/Loss,377,,
378,,378,2020-01-16 17:00:00,8660.19,8719.11,8651.14,8678.13,1622.15,,DoubleSMACross,378,737440.7083333334,Broker,378,11181.061557845007,11181.061557845007,BuySell,378,,,Trades - Net Profit/Loss,378,,
379,,379,2020-01-16 18:00:00,8678.13,8704.0,8657.37,8684.19,1370.78,,DoubleSMACross,379,737440.75,Broker,379,11181.061557845007,11181.061557845007,BuySell,379,,,Trades - Net Profit/Loss,379,,
380,,380,2020-01-16 19:00:00,8684.19,8718.0,8675.0,8705.0,1122.13,,DoubleSMACross,380,737440.7916666666,Broker,380,11181.061557845007,11181.061557845007,BuySell,380,,,Trades - Net Profit/Loss,380,,
381,,381,2020-01-16 20:00:00,8705.0,8750.0,8690.0,8744.0,1433.26,,DoubleSMACross,381,737440.8333333334,Broker,381,100.7413646361833,11219.584585679122,BuySell,381,8559.65,,Trades - Net Profit/Loss,381,,
382,,382,2020-01-16 21:00:00,8744.0,8757.0,8672.0,8691.15,1973.81,,DoubleSMACross,382,737440.875,Broker,382,100.7413646361833,11152.380689952666,BuySell,382,,,Trades - Net Profit/Loss,382,,
383,,383,2020-01-16 22:00:00,8691.15,8743.21,8690.15,8720.38,1684.7,,DoubleSMACross,383,737440.9166666666,Broker,383,100.7413646361833,11189.549467097118,BuySell,383,,,Trades - Net Profit/Loss,383,,
384,,384,2020-01-16 23:00:00,8720.38,8748.0,8712.39,8720.01,793.74,,DoubleSMACross,384,737440.9583333334,Broker,384,100.7413646361833,11189.078976247189,BuySell,384,,,Trades - Net Profit/Loss,384,,
